site,id
MLA,837710381
MLA,712873434
MLA,728625800
MLA,836765686
MLA,721135669
MLA,745857938
MLA,740109244
MLA,843665082
MLA,705512014
MLA,725851161
MLA,805625718
MLA,806383110
MLA,699901642
MLA,808367568
MLA,772600212
MLA,813208911
MLA,815827834
MLA,740115317
MLA,843750782
MLA,838357547
MLA,733037852
MLA,844236720
MLA,823631067
MLA,764446969
MLA,755866595
MLA,698424510
MLA,691206010
MLA,760634995
MLA,618435217
MLA,810756822
MLA,803479030
MLA,734648327
MLA,769513062
MLA,840799107
MLA,826942127
MLA,848602073
MLA,837287394
MLA,810657417
MLA,748390261
MLA,775042703
MLA,844166226
MLA,748565597
MLA,828377610
MLA,826807688
MLA,692073241
MLA,841768602
MLA,614161087
MLA,723009261
MLA,797511593
MLA,845967627
MLA,846367181
MLA,786660998
MLA,611997606
MLA,723190349
MLA,840554191
MLA,817305444
MLA,807338040
MLA,827515186
MLA,791969362
MLA,851871687
MLA,817389068
MLA,691344284
MLA,679895899
MLA,761786746
MLA,733407371
MLA,815165421
MLA,829171386
MLA,839675151
MLA,829558440
MLA,844236553
MLA,794081789
MLA,800792750
MLA,844373469
MLA,741800462
MLA,722143928
MLA,801204815
MLA,823308070
MLA,840414276
MLA,806940750
MLA,659875478
MLA,841790331
MLA,609077021
MLA,826490817
MLA,829547508
MLA,815824285
MLA,771354051
MLA,827561742
MLA,749803116
MLA,661278383
MLA,828640465
MLA,816462158
MLA,836063092
MLA,680397889
MLA,825232465
MLA,771580578
MLA,725503313
MLA,723273376
MLA,723706076
MLA,810743159
MLA,779727942
MLA,683578568
MLA,841805101
MLA,670013474
MLA,754249979
MLA,745057319
MLA,692702198
MLA,784969732
MLA,795948670
MLA,828007382
MLA,697752217
MLA,641283540
MLA,690113346
MLA,851772572
MLA,805479216
MLA,723717745
MLA,761381956
MLA,847674545
MLA,679166549
MLA,845583220
MLA,828102088
MLA,820080542
MLA,799895953
MLA,759605603
MLA,827283343
MLA,824628526
MLA,725748484
MLA,847239300
MLA,849867162
MLA,719164013
MLA,830155490
MLA,846382440
MLA,839126778
MLA,668915668
MLA,849955126
MLA,847772757
MLA,836201638
MLA,843244579
MLA,830398575
MLA,842824846
MLA,761320349
MLA,852111049
MLA,848712588
MLA,709431943
MLA,832381998
MLA,848705607
MLA,667705272
MLA,790135655
MLA,841635607
MLA,798198065
MLA,695549400
MLA,742595795
MLA,675808468
MLA,847622395
MLA,615415547
MLA,825851437
MLA,835658920
MLA,806770722
MLA,738223331
MLA,828608638
MLA,828309877
MLA,843262147
MLA,851567606
MLA,851034464
MLA,837600134
MLA,849446582
MLA,829395201
MLA,817399652
MLA,738537446
MLA,801664027
MLA,776001951
MLA,686465664
MLA,806676315
MLA,784374753
MLA,754113866
MLA,786688762
MLA,737948570
MLA,738635253
MLA,783629921
MLA,766748839
MLA,849100560
MLA,755625194
MLA,816616237
MLA,603995132
MLA,829138064
MLA,801622341
MLA,720694473
MLA,719622430
MLA,643683533
MLA,787449956
MLA,845741725
MLA,609595286
MLA,851148111
MLA,833611538
MLA,851277263
MLA,622412802
MLA,851531952
MLA,848829441
MLA,808253611
MLA,847979870
MLA,850679538
MLA,839060748
MLA,755510908
MLA,812864653
MLA,810252721
MLA,690972712
MLA,845382136
MLA,848745062
MLA,798843576
MLA,740237244
MLA,849051064
MLA,728487389
MLA,752739995
MLA,822965154
MLA,680527812
MLA,832743411
MLA,805221831
MLA,680597781
MLA,673743474
MLA,745022326
MLA,647130259
MLA,667555961
MLA,852018324
MLA,823745586
MLA,801198266
MLA,837144485
MLA,630995752
MLA,733241938
MLA,764781289
MLA,756759888
MLA,758266263
MLA,721655024
MLA,842764821
MLA,837719204
MLA,841200427
MLA,674393748
MLA,817151945
MLA,804750260
MLA,824298273
MLA,761733729
MLA,838207320
MLA,735208181
MLA,705456364
MLA,788874663
MLA,784833687
MLA,801233964
MLA,623631445
MLA,823289466
MLA,761857935
MLA,787200823
MLA,687472063
MLA,839084261
MLA,813840673
MLA,830206526
MLA,659151087
MLA,807315293
MLA,718469614
MLA,690202444
MLA,836197516
MLA,803868186
MLA,763031636
MLA,805989229
MLA,793011860
MLA,746765227
MLA,672179308
MLA,824829014
MLA,627358361
MLA,821692617
MLA,823548911
MLA,844372324
MLA,815832102
MLA,810730517
MLA,825466596
MLA,809942679
MLA,705020957
MLA,837302440
MLA,790367143
MLA,690614615
MLA,776767951
MLA,828127015
MLA,720966298
MLA,821587936
MLA,814420697
MLA,771379146
MLA,829305400
MLA,721108347
MLA,603523445
MLA,695387311
MLA,833696542
MLA,769217639
MLA,851320527
MLA,832362914
MLA,829910574
MLA,826854383
MLA,791750361
MLA,658003814
MLA,821610129
MLA,789053996
MLA,824006861
MLA,781983283
MLA,838692714
MLA,713125565
MLA,795308061
MLA,608039090
MLA,826323668
MLA,841229536
MLA,807373229
MLA,809290585
MLA,848623792
MLA,809262228
MLA,782176255
MLA,848241538
MLA,842230514
MLA,848618021
MLA,836889600
MLA,823870891
MLA,738524372
MLA,775838891
MLA,683564662
MLA,655918018
MLA,824697449
MLA,838372321
MLA,722591610
MLA,846037905
MLA,660337092
MLA,763821737
MLA,781253744
MLA,814378857
MLA,816531589
MLA,714456470
MLA,843526063
MLA,828697476
MLA,795294606
MLA,786887534
MLA,630804531
MLA,691058084
MLA,833371838
MLA,848367614
MLA,744662552
MLA,816160841
MLA,829577675
MLA,745392005
MLA,720858165
MLA,735799453
MLA,729645787
MLA,828887449
MLA,725997501
MLA,715080225
MLA,847400378
MLA,842322055
MLA,817855768
MLA,763300880
MLA,820680673
MLA,760678646
MLA,833861690
MLA,843335445
MLA,721766254
MLA,814724731
MLA,848651298
MLA,846527904
MLA,670760526
MLA,687492348
MLA,851704090
MLA,845487618
MLA,712683257
MLA,830336954
MLA,765328719
MLA,770503243
MLA,723296695
MLA,643701634
MLA,740402211
MLA,773644657
MLA,788118688
MLA,847773471
MLA,848125794
MLA,826783868
MLA,718634973
MLA,833460833
MLA,724787755
MLA,837146324
MLA,613576621
MLA,850298882
MLA,745683383
MLA,794806127
MLA,724517224
MLA,740391073
MLA,612246821
MLA,810326084
MLA,809817047
MLA,808244710
MLA,613996781
MLA,850711456
MLA,849815055
MLA,728237882
MLA,748526992
MLA,738250085
MLA,717146951
MLA,737098520
MLA,847763483
MLA,608812291
MLA,801894881
MLA,849003119
MLA,844022389
MLA,818326105
MLA,803459921
MLA,751881549
MLA,635287363
MLA,800653549
MLA,835270620
MLA,844347059
MLA,622682856
MLA,778498859
MLA,721561805
MLA,771084116
MLA,806900532
MLA,661508888
MLA,829541115
MLA,832428946
MLA,613502133
MLA,803947097
MLA,794789596
MLA,677295523
MLA,672301274
MLA,770829928
MLA,843315951
MLA,740248564
MLA,847611240
MLA,813912476
MLA,716430606
MLA,710707293
MLA,838032483
MLA,836128323
MLA,717705668
MLA,827769641
MLA,743122129
MLA,774312799
MLA,832083909
MLA,717212794
MLA,731941938
MLA,821477705
MLA,709120466
MLA,851124955
MLA,724018104
MLA,832738859
MLA,847525414
MLA,610617548
MLA,842803068
MLA,604563399
MLA,608458654
MLA,716462071
MLA,838316910
MLA,743531599
MLA,832796886
MLA,643978909
MLA,831130123
MLA,808368150
MLA,805092276
MLA,716160603
MLA,737272646
MLA,603333426
MLA,679142493
MLA,832406232
MLA,655913197
MLA,607528496
MLA,803197178
MLA,729391680
MLA,838035146
MLA,845618695
MLA,837101953
MLA,819404394
MLA,825957904
MLA,816081586
MLA,719649531
MLA,850217838
MLA,725945492
MLA,812889122
MLA,741093205
MLA,627169215
MLA,757094959
MLA,835277243
MLA,835113444
MLA,708183506
MLA,771692524
MLA,833263453
MLA,712475473
MLA,785420779
MLA,787848189
MLA,698549786
MLA,829301269
MLA,822682570
MLA,772938170
MLA,787788359
MLA,740324825
MLA,847576982
MLA,728833918
MLA,821890803
MLA,725775605
MLA,834702231
MLA,829526551
MLA,851809886
MLA,819090095
MLA,840784437
MLA,686588670
MLA,770922700
MLA,805946666
MLA,849321187
MLA,656342459
MLA,834316589
MLA,735195126
MLA,746202177
MLA,821141088
MLA,845045362
MLA,724047968
MLA,688523173
MLA,833848977
MLA,831334308
MLA,760293985
MLA,831194296
MLA,831496040
MLA,660151619
MLA,850701700
MLA,830082197
MLA,659567856
MLA,839631818
MLA,850176930
MLA,729932653
MLA,828232711
MLA,794832699
MLA,829773839
MLA,815880675
MLA,829779179
MLA,850552378
MLA,770767807
MLA,750117375
MLA,815110049
MLA,841358157
MLA,841451989
MLA,764288534
MLA,820915907
MLA,813301080
MLA,840086505
MLA,831117709
MLA,611294851
MLA,726097738
MLA,839853263
MLA,846035019
MLA,752538571
MLA,847229305
MLA,694874973
MLA,749649574
MLA,822353192
MLA,759134379
MLA,696344542
MLA,850983793
MLA,836469450
MLA,784012553
MLA,717036158
MLA,842689937
MLA,787790868
MLA,781540746
MLA,729466973
MLA,621110905
MLA,635014403
MLA,806637476
MLA,850374974
MLA,606252251
MLA,825648639
MLA,830261898
MLA,739058781
MLA,846133732
MLA,828102756
MLA,769504294
MLA,749110626
MLA,845460909
MLA,614275252
MLA,831039609
MLA,706760231
MLA,786917937
MLA,838887213
MLA,796745892
MLA,605397579
MLA,606598214
MLA,675992979
MLA,703723463
MLA,849444736
MLA,850005909
MLA,811178074
MLA,604189521
MLA,840719702
MLA,710625451
MLA,847733420
MLA,736486886
MLA,826062240
MLA,766554859
MLA,797563900
MLA,842156235
MLA,839804796
MLA,739483015
MLA,849569129
MLA,818555251
MLA,724527930
MLA,612294819
MLA,844274994
MLA,848264817
MLA,678934446
MLA,658745873
MLA,695154600
MLA,795295830
MLA,824236326
MLA,684507279
MLA,612838525
MLA,685329003
MLA,724150556
MLA,827990084
MLA,848359534
MLA,775261204
MLA,610049715
MLA,748369977
MLA,773736308
MLA,801934107
MLA,704524392
MLA,844568577
MLA,758548854
MLA,836348986
MLA,816634767
MLA,822624202
MLA,797870901
MLA,844668513
MLA,761199740
MLA,825600076
MLA,638607289
MLA,813842686
MLA,849227553
MLA,815486371
MLA,845366611
MLA,792661859
MLA,680535864
MLA,804130867
MLA,730610882
MLA,827752337
MLA,846328219
MLA,780782387
MLA,633659260
MLA,823033685
MLA,647893728
BAR,844812956
MLA,764158606
MLA,700627337
MLA,606067990
MLA,850186540
MLA,847816065
MLA,611523498
MLA,842606909
MLA,751606321
MLA,762210103
MLA,847553955
MLA,823406039
MLA,827134015
MLA,770066167
MLA,823869511
MLA,726844259
MLA,844817907
MLA,847027909
MLA,840663492
MLA,841687590
MLA,760784087
MLA,722784062
MLA,796103328
MLA,842000658
MLA,831083490
MLA,834503753
MLA,754798359
MLA,730309379
MLA,810582007
MLA,609741391
MLA,608437293
MLA,750171699
MLA,850705925
MLA,813139601
MLA,800713022
MLA,806592868
MLA,763935156
MLA,744138791
MLA,732441668
MLA,742168977
MLA,844787733
MLA,720717090
MLA,806063422
MLA,754194557
MLA,807003820
MLA,753975817
MLA,764112666
MLA,802088014
MLA,851440811
MLA,614049180
MLA,679345839
MLA,717925999
MLA,847630303
MLA,824355698
MLA,754396760
MLA,841260652
MLA,757262192
MLA,845337164
MLA,815410789
MLA,845703764
MLA,740921505
MLA,769942089
MLA,828366220
MLA,848993187
MLA,846679577
MLA,717016094
MLA,613437108
MLA,608991396
MLA,835921495
MLA,801961027
MLA,767787784
MLA,612124411
MLA,766086705
MLA,827632160
MLA,841203316
MLA,670401707
MLA,606506163
MLA,835291962
MLA,770616244
MLA,726470552
MLA,749173085
MLA,695327049
MLA,831847852
MLA,815136532
MLA,733413708
MLA,769998079
MLA,724769402
MLA,803306164
MLA,677815430
MLA,839295242
MLA,654983078
MLA,831815421
MLA,829767843
MLA,839957337
MLA,827416778
MLA,791063873
MLA,810411308
MLA,836878145
MLA,810877477
MLA,849538852
MLA,799188362
MLA,850260444
MLA,846197830
MLA,810573985
MLA,838259893
MLA,693782219
MLA,850832189
MLA,633181034
MLA,840965266
MLA,851924383
MLA,776494408
MLA,834593378
MLA,765694213
MLA,615329107
MLA,630334076
MLA,832612096
MLA,830222685
MLA,711574756
MLA,674449406
MLA,836114865
MLA,832504572
MLA,844332870
MLA,772583943
MLA,682410758
MLA,811034052
MLA,851835530
MLA,775944175
MLA,826842615
MLA,801572599
MLA,793634780
MLA,838626683
MLA,847526579
MLA,847878845
MLA,849984928
MLA,738974928
MLA,691428417
MLA,734009249
MLA,836767821
MLA,823789688
MLA,632956420
MLA,745650420
MLA,811985861
MLA,704982831
MLA,621777838
MLA,704226369
MLA,712430594
MLA,787931569
MLA,806058988
MLA,631516354
MLA,611163234
MLA,764413382
MLA,820942412
MLA,845597431
MLA,670820097
MLA,834367730
MLA,828369417
MLA,662145676
MLA,847446937
MLA,716491235
MLA,699902253
MLA,609298079
MLA,837757953
MLA,823108498
MLA,783517515
MLA,840502616
MLA,849537773
MLA,763312646
MLA,704617966
MLA,810931051
MLA,841843982
MLA,815193777
MLA,830593362
MLA,682591529
MLA,650967041
MLA,848406997
MLA,632379224
MLA,843820354
MLA,847387655
MLA,725266177
MLA,839414995
MLA,738900003
MLA,841280568
MLA,743689641
MLA,656959183
MLA,839954650
MLA,794683830
MLA,807214232
MLA,633309336
MLA,850666161
MLA,844706994
MLA,666398604
MLA,747105596
MLA,648457863
MLA,759418193
MLA,847835695
MLA,832909314
MLA,811286161
MLA,834489716
MLA,842090347
MLA,744695246
MLA,847396236
MLA,844866844
MLA,850711459
MLA,711910834
MLA,830217475
MLA,760051457
MLA,848378312
MLA,768522139
MLA,830781710
MLA,843583717
MLA,824216208
MLA,702540423
MLA,755877092
MLA,794008676
MLA,846998087
MLA,605831239
MLA,783696002
MLA,849443935
MLA,846174862
MLB,1045936754
MLB,783425409
MLB,1483079786
MLB,1324099443
MLB,1085627057
MLB,1448739342
MLB,1503086692
MLB,1440743248
MLB,1420633732
MLB,881064303
MLB,1184473746
MLB,1406763730
MLB,1064453057
MLB,1405111808
MLB,1295060788
MLB,875687838
MLB,1084503161
MLB,1113787305
MLB,1496466324
MLB,1505361034
MLB,1498044029
MLB,1446159335
MLB,1297376090
MLB,1371024861
MLB,1400417907
MLB,1138521569
MLB,946603570
MLB,1371888772
MLB,1475527095
MLB,818193680
MLB,1499197728
MLB,1395678717
MLB,1326531129
MLB,1069008968
MLB,1449676448
MLB,1474198752
MLB,1260671515
MLB,1504850370
MLB,1428489269
MLB,1425218874
MLB,1189955710
MLB,1197363347
MLB,1103224187
MLB,1456127110
MLB,1279113947
MLB,1006398802
MLB,1430751105
MLB,1419097115
MLB,1454038820
MLB,1392992493
MLB,1398336344
MLB,1382924021
MLB,700810010
MLB,1359862761
MLB,1242279744
MLB,1508753851
MLB,1409113737
MLB,1485927873
MLB,1322654000
MLB,A
MLB,1481106163
MLB,1500536491
MLB,1122618376
MLB,749298501
MLB,1474394233
MLB,1088917303
MLB,1490192120
MLB,1170003113
MLB,1029779471
MLB,1190832072
MLB,943671161
MLB,1338885031
MLB,1423518605
MLB,1066619183
MLB,1480638176
MLB,1485771977
MLB,871094728
MLB,1124320059
MLB,1138662847
MLB,1277190688
MLB,1485714472
MLB,1489019881
MLB,1286365494
MLB,1304896736
MLB,1274952943
MLB,1201152702
MLB,1415718817
MLB,1281271987
MLB,1172374740
MLB,1268511946
MLB,1081297862
MLB,1329341146
MLB,1053777643
MLB,1302446407
MLB,1174882203
MLB,1475691781
MLB,1365193516
MLB,1310859329
MLB,1320270206
MLB,1493274790
MLB,1407043078
MLB,1464964113
MLB,857857765
MLB,1058548868
MLB,1459565711
MLB,1406345988
MLB,1289745467
MLB,1333373007
MLB,981600456
MLB,1499105887
MLB,949842137
MLB,1444562762
MLB,1385363126
MLB,1487802433
MLB,1471209372
MLB,955049806
MLB,1155736441
MLB,1157075273
MLB,1403571315
MLB,863589748
MLB,832916128
MLB,1426721759
MLB,1441224100
MLB,954873709
MLB,1302879260
MLB,1389934519
MLB,1185631654
MLB,1494483525
MLB,1340950243
MLB,1458897702
MLB,1386910812
MLB,1497892317
MLB,1287738523
MLB,1079801535
MLB,1240048871
MLB,759186512
MLB,1381329505
MLB,1066647986
MLB,1198871925
MLB,1482058270
MLB,918886858
MLB,1503494706
MLB,1455607699
MLB,1422699038
MLB,1316907654
MLB,1412282914
MLB,1428292762
MLB,1478915833
MLB,1435912241
MLB,1254353373
MLB,1357866091
MLB,1257243292
MLB,1340492989
MLB,1039491054
MLB,1259154162
MLB,829579793
MLB,979877408
MLB,1466242286
MLB,1105000132
MLB,123
MLB,682663459
MLB,1218244613
MLB,1241136207
MLB,1047139151
MLB,997525661
MLB,1412581764
MLB,1415238306
MLB,1421844868
MLB,1484128967
MLB,1089496960
MLB,1351591918
MLB,1325858461
MLB,1289109925
MLB,1117053839
MLB,1419267741
MLB,1288237899
MLB,1358618413
MLB,1474297024
MLB,1465301494
MLB,1404140751
MLB,807926914
MLB,1442141707
MLB,1087869736
MLB,1203473352
MLB,1474775865
MLB,1306839883
MLB,1165162463
MLB,1487783909
MLB,1429464251
MLB,1134868373
MLB,1175152804
MLB,902700241
MLB,956506420
MLB,1374038528
MLB,813300601
MLB,864349960
MLB,1268805502
MLB,754760027
MLB,970757907
MLB,792983746
MLB,1373867206
MLB,1245612936
MLB,1286853519
MLB,1257975904
MLB,1229496999
MLB,1457321163
MLB,1384224298
MLB,1340433032
MLB,1127040317
MLB,1234350521
MLB,995683468
MLB,974238033
MLB,1176970857
MLB,989784956
MLB,813941524
MLB,787435524
MLB,1345618421
MLB,718540695
MLB,1223899378
MLB,1177066910
MLB,1408544622
MLB,1431792663
MLB,1103513815
MLB,1475440469
MLB,1288087167
MLB,1357863640
MLB,1498497405
MLB,1238025943
MLB,948984992
MLB,956812931
MLB,1311253611
MLB,1505782546
MLB,1078672989
MLB,1469235070
MLB,825324026
MLB,1354167704
MLB,1336281269
MLB,1364401165
MLB,1063522581
MLB,1464060296
MLB,1243918954
MLB,1195273556
MLB,1465210632
MLB,1470519914
MLB,1482502973
MLB,1393611547
MLB,1385961770
MLB,1418286358
MLB,1369643708
MLB,1505105521
MLB,1211512644
MLB,1415916825
MLB,1090020199
MLB,1394692427
MLB,768346039
MLB,1354639374
MLB,1407312605
MLB,1457650646
MLB,1428500639
MLB,1272266293
MLB,1368181454
MLB,901567390
MLB,1348144665
MLB,729551347
MLB,1318068041
MLB,1489382548
MLB,1427725361
MLB,961904970
MLB,1155912543
MLB,1445401610
MLB,997048525
MLB,886040255
MLB,1341012150
MLB,1258875214
MLB,1341736433
MLB,1194085281
MLB,1507738943
MLB,821238899
MLB,753932842
MLB,1505593897
MLB,1244291171
MLB,1476348466
MLB,989919544
MLB,1369032500
MLB,1019281473
MLB,1314623383
MLB,1251914184
MLB,1216410983
MLB,1489884740
MLB,719882332
MLB,1410136714
MLB,1491475433
MLB,1359924275
MLB,823804137
MLB,1289337212
MLB,1210900419
MLB,1463246775
MLB,1381819808
MLB,1478398687
MLB,1365565741
MLB,1317106867
,800585525
MLB,1456428160
MLB,888541408
MLB,1411981209
MLB,777567574
MLB,1505590907
MLB,1410206497
MLB,1161019434
MLB,1291202257
MLB,1391592549
MLB,1080789324
MLB,1411218413
MLB,1408280024
MLB,1359566171
MLB,1072948593
MLB,1115358941
MLB,1226190777
MLB,796675675
MLB,1145801340
MLB,1470746351
MLB,864268665
MLB,1185176786
MLB,1353693515
MLB,1454031414
MLB,1479137757
MLB,1403999938
MLB,1506817153
MLB,1396554342
MLB,1489714161
MLB,864567574
MLB,1328070312
MLB,1176761822
MLB,1353103134
MLB,1304597335
MLB,983385627
MLB,1069809199
MLB,1370603044
MLB,1387228427
MLB,1252362588
MLB,954963282
MLB,1470737709
MLB,1005537204
MLB,1487328072
MLB,1505707435
MLB,752366071
MLB,1421969135
MLB,1067723375
MLB,1144771734
MLB,1502932681
MLB,1434039782
MLB,1396685578
MLB,1305409951
MLB,743633547
MLB,1488406185
MLB,1332820765
MLB,1505678914
MLB,1029819338
MLB,1347113400
MLB,1474164067
MLB,1298775920
MLB,950199453
MLB,1120974405
MLB,1464339307
MLB,1381664114
MLB,1460087862
MLB,978957485
MLB,870498067
MLB,1029027006
MLB,1473199611
MLB,1478581342
MLB,1405732223
MLB,1346384459
MLB,936539223
MLB,950434044
MLB,1301704157
MLB,1099163632
MLB,1221570233
MLB,1507528242
MLB,1338463891
MLB,1323734531
MLB,1079477317
MLB,1187581307
MLB,806251111
MLB,1363847940
MLB,1296551906
MLB,996630686
MLB,1226445123
MLB,1269805833
MLB,1116645664
MLB,1426357484
MLB,1116941112
MLB,1498084786
MLB,1431199152
MLB,1344031445
MLB,846069413
MLB,941282276
MLB,1242256025
MLB,1450255498
MLB,1418381496
MLB,1480121180
MLB,990273026
MLB,1403174371
MLB,1370807469
MLB,1472323377
MLB,1335245497
MLB,1314402485
MLB,1156050634
MLB,1488248955
MLB,987582138
MLB,1182639665
MLB,1158335277
MLB,1476966066
MLB,1329711326
MLB,1190458821
MLB,875940942
MLB,1084781348
MLB,1454864351
MLB,1317633624
MLB,1423423299
MLB,1294358381
MLB,1204990803
MLB,1459586546
MLB,1481408674
MLB,1268165354
MLB,1390254144
MLB,1350451567
MLB,964099965
MLB,1311275427
MLB,1200797653
MLB,1054462308
MLB,1284662999
MLB,1493820980
MLB,1050437834
MLB,878444681
MLB,1407216698
MLB,1326042972
MLB,1151274612
MLB,1350504505
MLB,1137452860
MLB,1410498726
MLB,1166505231
MLB,1505181370
MLB,1309941561
MLB,874570733
MLB,1473624666
MLB,753416055
MLB,1301291966
MLB,1174741950
MLB,1088400350
MLB,884862545
MLB,1111823501
MLB,1038911898
MLB,1409479842
MLB,1442115915
MLB,1476499900
MLB,1351083580
MLB,1330870887
MLB,1214329020
MLB,1186284200
MLB,1292485563
MLB,1058177553
MLB,1027620505
MLB,1494448387
MLB,706477453
MLB,1284611739
MLB,1434833964
MLB,1204533975
MLB,1463282196
MLB,1355745141
MLB,1026554089
MLB,1278554379
MLB,1368439825
MLB,1280514989
MLB,1299780440
MLB,1314312900
MLB,1373551295
MLB,1408986367
MLB,1471502119
MLB,1507395983
MLB,940328451
MLB,1396542933
MLB,815369059
MLB,1029743280
MLB,774350635
MLB,1170005004
MLB,1446028851
MLB,1119618678
MLB,1169208269
MLB,1074999088
MLB,987225702
MLB,922630277
MLB,1299741526
MLB,1012010322
MLB,1473467607
MLB,1493500318
MLB,1482172241
MLB,1138509985
MLB,954139908
MLB,1087326647
MLB,856726567
MLB,1276137723
MLB,1489097515
MLB,1464943987
MLB,1409495320
MLB,1495568893
MLB,1436218350
MLB,1353214640
MLB,741125860
MLB,1502185228
MLB,1463068124
MLB,1403445013
MLB,1477724715
MLB,1446572792
MLB,1067256344
MLB,1327246043
MLB,1397581768
MLB,1169954851
MLB,1306146259
MLB,1408873780
MLB,1466868769
MLB,1362151506
MLB,1135510021
MLB,1466139325
MLB,1217849725
MLB,1435181068
MLB,1458498140
MLB,1507841680
MLB,948248361
MLB,1077381707
MLB,1463630869
MLB,1354488442
MLB,1079146023
MLB,1439459358
MLB,1312037526
MLB,851292912
MLB,1098342198
MLB,1458958573
MLB,1494176408
MLB,1488647109
MLB,1349332091
MLB,1354875210
MLB,1235178892
MLB,1200321456
MLB,1219181743
MLB,1257780408
MLB,1426691126
MLB,1319116856
MLB,1500508151
MLB,1222053999
MLB,1161777955
MLB,1094322505
MLB,1498611663
MLB,1406724744
MLB,1418883682
MLB,1301298817
MLB,1502493854
FOO,1324932171
MLB,1373400484
MLB,1498509745
MLB,1371491574
MLB,1471482019
MLB,1053313825
MLB,796099583
MLB,1490377731
MLB,1195214771
MLB,946577731
MLB,732767967
MLB,891712783
MLB,1374115250
MLB,1503750925
MLB,1080778565
MLB,1259081360
MLB,1291304403
MLB,931009760
MLB,1100224997
MLB,1499960613
MLB,1173673116
MLB,1195307857
MLB,1160005301
MLB,1495850517
MLB,1441653160
MLB,1390324786
MLB,1460235282
MLB,1080047816
MLB,1429403395
MLB,998239385
MLB,1499381274
MLB,1488888105
MLB,856166198
MLB,1355887420
MLB,1430012280
MLB,1366353920
MLB,1189584100
MLB,1467621394
MLB,1337283646
MLB,1277366891
MLB,1384665162
MLB,1407125108
MLB,1508841424
MLB,1092272783
MLB,1497605408
MLB,1133603450
MLB,1313441086
MLB,1410853914
MLB,1189890225
MLB,1459578835
MLB,1338255742
MLB,1484697206
MLB,1368791054
MLB,1385506030
MLB,1326914568
MLB,1476170641
MLB,1407879667
MLB,1378868838
MLB,1294907113
MLB,1397486264
MLB,1186952620
MLB,1446024392
MLB,1440608029
MLB,1197179700
MLB,1272042415
MLB,1500373160
MLB,1159088870
MLB,1193659249
MLB,1479184799
MLB,1118781413
MLB,1333543110
MLB,1269996718
MLB,893317441
MLB,1317082775
MLB,1324915822
MLB,1386910758
MLB,1125584354
MLB,1487374016
MLB,1377712665
MLB,1276018391
MLB,988429135
MLB,1139124169
MLB,1450497105
MLB,933029997
MLB,1475328815
MLB,957184854
MLB,1464588538
MLB,1147849194
MLB,1468786132
MLB,1330096409
MLB,982779272
MLB,1065551789
MLB,1383241640
MLB,1308528053
MLB,1216616409
MLB,883066253
MLB,1474732321
MLB,705892004
MLB,1336340175
MLB,1038050872
MLB,1414689737
MLB,1504755521
MLB,1244081736
MLB,1268977047
MLB,1495154887
MLB,1328467976
MLB,1344077633
MLB,812672568
MLB,1495152840
MLB,1487819089
MLB,1323195409
MLB,682688474
MLB,821184857
MLB,1208336525
MLB,949864619
MLB,1125183940
MLB,1315955383
MLB,1377655973
MLB,1296685923
MLB,1271730196
MLB,1437230391
